index,coordx,coordz
288,287.9424115176965,1.0
289,288.9422115576885,1.0
290,289.94201159768045,1.0
291,290.94181163767246,1.0
292,291.94161167766447,1.0
293,292.9414117176565,1.0
294,293.9412117576485,1.0
295,294.9410117976405,1.0
296,295.94081183763245,1.0
297,296.94061187762446,1.0
298,297.9404119176165,1.0
299,298.9402119576085,1.0
300,299.9400119976005,1.0
301,300.9398120375925,1.0
302,301.9396120775845,1.0
303,302.93941211757647,1.0
304,303.9392121575685,1.0
305,304.9390121975605,1.0
306,305.9388122375525,1.0
307,306.9386122775445,1.0
308,307.9384123175365,1.0
309,308.9382123575285,1.0
310,309.9380123975205,1.0
311,310.9378124375125,1.0
312,311.9376124775045,1.0
313,312.9374125174965,1.0
314,313.9372125574885,1.0
315,314.93701259748053,1.0
316,315.9368126374725,1.0
317,316.9366126774645,1.0
318,317.9364127174565,1.0
319,318.9362127574485,1.0
320,319.9360127974405,1.0
321,320.93581283743254,1.0
322,321.93561287742455,1.0
323,322.9354129174165,1.0
324,323.9352129574085,1.0
325,324.9350129974005,1.0
326,325.93481303739253,1.0
327,326.93461307738454,1.0
328,327.93441311737655,1.0
329,328.93421315736856,1.0
330,329.9340131973605,1.0
331,330.9338132373525,1.0
332,331.93361327734453,1.0
333,332.93341331733654,1.0
334,333.93321335732855,1.0
335,334.93301339732056,1.0
336,335.9328134373125,1.0
337,336.9326134773045,1.0
338,337.93241351729654,1.0
339,338.93221355728855,1.0
340,339.93201359728056,1.0
341,340.93181363727257,1.0
342,341.9316136772646,1.0
343,342.93141371725653,1.0
344,343.93121375724854,1.0
345,344.93101379724055,1.0
346,345.93081383723256,1.0
347,346.9306138772246,1.0
348,347.9304139172166,1.0
349,348.9302139572086,1.0
350,349.93001399720055,1.0
351,350.92981403719256,1.0
352,351.92961407718457,1.0
353,352.9294141171766,1.0
354,353.9292141571686,1.0
355,354.9290141971606,1.0
356,355.92881423715255,1.0
357,356.92861427714456,1.0
358,357.92841431713657,1.0
359,358.9282143571286,1.0
360,359.9280143971206,1.0
361,360.9278144371126,1.0
362,361.9276144771046,1.0
363,362.92741451709657,1.0
364,363.9272145570886,1.0
365,364.9270145970806,1.0
366,365.9268146370726,1.0
367,366.9266146770646,1.0
368,367.9264147170566,1.0
369,368.9262147570486,1.0
370,369.9260147970406,1.0
371,370.9258148370326,1.0
372,371.9256148770246,1.0
373,372.9254149170166,1.0
374,373.9252149570086,1.0
375,374.92501499700063,1.0
376,375.9248150369926,1.0
377,376.9246150769846,1.0
378,377.9244151169766,1.0
379,378.9242151569686,1.0
380,379.9240151969606,1.0
381,380.92381523695263,1.0
382,381.92361527694464,1.0
383,382.9234153169366,1.0
384,383.9232153569286,1.0
385,384.9230153969206,1.0
386,385.92281543691263,1.0
387,386.92261547690464,1.0
388,387.92241551689665,1.0
389,388.9222155568886,1.0
390,389.9220155968806,1.0
391,390.9218156368726,1.0
392,391.92161567686463,1.0
393,392.92141571685664,1.0
394,393.92121575684865,1.0
395,394.92101579684066,1.0
396,395.9208158368326,1.0
397,396.9206158768246,1.0
398,397.92041591681664,1.0
399,398.92021595680865,1.0
400,399.92001599680066,1.0
401,400.91981603679267,1.0
402,401.9196160767847,1.0
403,402.91941611677663,1.0
404,403.91921615676864,1.0
405,404.91901619676065,1.0
406,405.91881623675266,1.0
407,406.9186162767447,1.0
408,407.9184163167367,1.0
409,408.91821635672864,1.0
410,409.91801639672065,1.0
411,410.91781643671266,1.0
412,411.91761647670467,1.0
413,412.9174165166967,1.0
414,413.9172165566887,1.0
415,414.9170165966807,1.0
416,415.91681663667265,1.0
417,416.91661667666466,1.0
418,417.91641671665667,1.0
419,418.9162167566487,1.0
420,419.9160167966407,1.0
421,420.9158168366327,1.0
422,421.9156168766247,1.0
423,422.91541691661666,1.0
424,423.9152169566087,1.0
425,424.9150169966007,1.0
426,425.9148170365927,1.0
427,426.9146170765847,1.0
428,427.9144171165767,1.0
429,428.91421715656867,1.0
430,429.9140171965607,1.0
431,430.9138172365527,1.0
432,431.9136172765447,1.0
433,432.9134173165367,1.0
434,433.9132173565287,1.0
435,434.91301739652073,1.0
436,435.9128174365127,1.0
437,436.9126174765047,1.0
438,437.9124175164967,1.0
439,438.9122175564887,1.0
440,439.9120175964807,1.0
441,440.91181763647273,1.0
442,441.91161767646474,1.0
443,442.9114177164567,1.0
444,443.9112177564487,1.0
445,444.9110177964407,1.0
446,445.9108178364327,1.0
447,446.91061787642474,1.0
448,447.91041791641675,1.0
449,448.9102179564087,1.0
450,449.9100179964007,1.0
451,450.9098180363927,1.0
452,451.90961807638473,1.0
453,452.90941811637674,1.0
454,453.90921815636875,1.0
455,454.90901819636076,1.0
456,455.9088182363527,1.0
457,456.9086182763447,1.0
458,457.90841831633674,1.0
459,458.90821835632875,1.0
460,459.90801839632076,1.0
461,460.90781843631277,1.0
462,461.9076184763048,1.0
463,462.90741851629673,1.0
464,463.90721855628874,1.0
465,464.90701859628075,1.0
466,465.90681863627276,1.0
467,466.90661867626477,1.0
468,467.9064187162568,1.0
469,468.90621875624873,1.0
470,469.90601879624074,1.0
471,470.90581883623275,1.0
472,471.90561887622476,1.0
473,472.9054189162168,1.0
474,473.9052189562088,1.0
475,474.9050189962008,1.0
476,475.90481903619275,1.0
477,476.90461907618476,1.0
478,477.90441911617677,1.0
479,478.9042191561688,1.0
480,479.9040191961608,1.0
481,480.9038192361528,1.0
482,481.9036192761448,1.0
483,482.90341931613676,1.0
484,483.9032193561288,1.0
485,484.9030193961208,1.0
486,485.9028194361128,1.0
487,486.9026194761048,1.0
488,487.9024195160968,1.0
489,488.90221955608877,1.0
490,489.9020195960808,1.0
491,490.9018196360728,1.0
492,491.9016196760648,1.0
493,492.9014197160568,1.0
494,493.9012197560488,1.0
495,494.9010197960408,1.0
496,495.9008198360328,1.0
497,496.9006198760248,1.0
498,497.9004199160168,1.0
499,498.9002199560088,1.0
500,499.9000199960008,1.0
501,500.89982003599283,1.0
502,501.89962007598484,1.0
503,502.8994201159768,1.0
504,503.8992201559688,1.0
505,504.8990201959608,1.0
506,505.8988202359528,1.0
507,506.89862027594484,1.0
508,507.89842031593685,1.0
509,508.8982203559288,1.0
510,509.8980203959208,1.0
511,510.8978204359128,1.0
512,511.89762047590483,1.0
513,512.8974205158968,1.0
514,513.8972205558888,1.0
515,514.8970205958808,1.0
516,515.8968206358728,1.0
517,516.8966206758648,1.0
518,517.8964207158568,1.0
519,518.8962207558488,1.0
520,519.8960207958409,1.0
521,520.8958208358329,1.0
522,521.8956208758249,1.0
523,522.8954209158169,1.0
524,523.8952209558089,1.0
525,524.8950209958009,1.0
526,525.8948210357928,1.0
527,526.8946210757848,1.0
528,527.8944211157768,1.0
529,528.8942211557688,1.0
530,529.8940211957608,1.0
531,530.8938212357529,1.0
532,531.8936212757449,1.0
533,532.8934213157369,1.0
534,533.8932213557289,1.0
535,534.8930213957209,1.0
536,535.8928214357129,1.0
537,536.8926214757049,1.0
538,537.8924215156969,1.0
539,538.8922215556888,1.0
540,539.8920215956808,1.0
541,540.8918216356728,1.0
542,541.8916216756649,1.0
543,542.8914217156569,1.0
544,543.8912217556489,1.0
545,544.8910217956409,1.0
546,545.8908218356329,1.0
547,546.8906218756249,1.0
548,547.8904219156169,1.0
549,548.8902219556089,1.0
550,549.8900219956009,1.0
551,550.8898220355929,1.0
552,551.8896220755848,1.0
553,552.8894221155768,1.0
554,553.8892221555689,1.0
555,554.8890221955609,1.0
556,555.8888222355529,1.0
557,556.8886222755449,1.0
558,557.8884223155369,1.0
559,558.8882223555289,1.0
560,559.8880223955209,1.0
561,560.8878224355129,1.0
562,561.8876224755049,1.0
563,562.887422515497,1.0
564,563.887222555489,1.0
565,564.887022595481,1.0
566,565.8868226354729,1.0
567,566.8866226754649,1.0
568,567.8864227154569,1.0
569,568.8862227554489,1.0
570,569.8860227954409,1.0
571,570.8858228354329,1.0
572,571.8856228754249,1.0
573,572.8854229154169,1.0
574,573.885222955409,1.0
575,574.885022995401,1.0
576,575.884823035393,1.0
577,576.884623075385,1.0
578,577.884423115377,1.0
579,578.8842231553689,1.0
580,579.8840231953609,1.0
581,580.8838232353529,1.0
582,581.8836232753449,1.0
583,582.8834233153369,1.0
584,583.8832233553289,1.0
585,584.883023395321,1.0
586,585.882823435313,1.0
587,586.882623475305,1.0
588,587.882423515297,1.0
589,588.882223555289,1.0
590,589.882023595281,1.0
591,590.881823635273,1.0
592,591.8816236752649,1.0
593,592.8814237152569,1.0
594,593.8812237552489,1.0
595,594.8810237952409,1.0
596,595.880823835233,1.0
597,596.880623875225,1.0
598,597.880423915217,1.0
599,598.880223955209,1.0
600,599.880023995201,1.0
601,600.879824035193,1.0
602,601.879624075185,1.0
603,602.879424115177,1.0
604,603.879224155169,1.0
605,604.879024195161,1.0
606,605.8788242351529,1.0
607,606.878624275145,1.0
608,607.878424315137,1.0
609,608.878224355129,1.0
610,609.878024395121,1.0
611,610.877824435113,1.0
612,611.877624475105,1.0
613,612.877424515097,1.0
614,613.877224555089,1.0
615,614.877024595081,1.0
616,615.876824635073,1.0
617,616.876624675065,1.0
618,617.876424715057,1.0
619,618.876224755049,1.0
620,619.876024795041,1.0
621,620.875824835033,1.0
622,621.875624875025,1.0
623,622.875424915017,1.0
624,623.875224955009,1.0
625,624.875024995001,1.0
626,625.874825034993,1.0
627,626.874625074985,1.0
628,627.874425114977,1.0
629,628.874225154969,1.0
630,629.8740251949611,1.0
631,630.8738252349531,1.0
632,631.873625274945,1.0
633,632.873425314937,1.0
634,633.873225354929,1.0
635,634.873025394921,1.0
636,635.872825434913,1.0
637,636.872625474905,1.0
638,637.872425514897,1.0
639,638.872225554889,1.0
640,639.872025594881,1.0
641,640.8718256348731,1.0
642,641.8716256748651,1.0
643,642.8714257148571,1.0
644,643.8712257548491,1.0
645,644.871025794841,1.0
646,645.870825834833,1.0
647,646.870625874825,1.0
648,647.870425914817,1.0
649,648.870225954809,1.0
650,649.870025994801,1.0
651,650.869826034793,1.0
652,651.8696260747851,1.0
653,652.8694261147771,1.0
654,653.8692261547691,1.0
655,654.8690261947611,1.0
656,655.8688262347531,1.0
657,656.8686262747451,1.0
658,657.8684263147371,1.0
659,658.868226354729,1.0
660,659.868026394721,1.0
661,660.867826434713,1.0
662,661.867626474705,1.0
663,662.8674265146971,1.0
664,663.8672265546891,1.0
665,664.8670265946811,1.0
666,665.8668266346731,1.0
667,666.8666266746651,1.0
668,667.8664267146571,1.0
669,668.8662267546491,1.0
670,669.8660267946411,1.0
671,670.8658268346331,1.0
672,671.865626874625,1.0
673,672.865426914617,1.0
674,673.865226954609,1.0
675,674.8650269946011,1.0
676,675.8648270345931,1.0
677,676.8646270745851,1.0
678,677.8644271145771,1.0
679,678.8642271545691,1.0
680,679.8640271945611,1.0
681,680.8638272345531,1.0
682,681.8636272745451,1.0
683,682.8634273145371,1.0
684,683.8632273545292,1.0
685,684.863027394521,1.0
686,685.8628274345131,1.0
687,686.8626274745051,1.0
688,687.8624275144971,1.0
689,688.8622275544891,1.0
690,689.8620275944811,1.0
691,690.8618276344731,1.0
692,691.8616276744651,1.0
693,692.8614277144571,1.0
694,693.8612277544491,1.0
695,694.8610277944412,1.0
696,695.8608278344332,1.0
697,696.8606278744252,1.0
698,697.8604279144172,1.0
699,698.8602279544091,1.0
700,699.8600279944011,1.0
701,700.8598280343931,1.0
702,701.8596280743851,1.0
703,702.8594281143771,1.0
704,703.8592281543691,1.0
705,704.8590281943611,1.0
706,705.8588282343532,1.0
707,706.8586282743452,1.0
708,707.8584283143372,1.0
709,708.8582283543292,1.0
710,709.8580283943212,1.0
711,710.8578284343132,1.0
712,711.8576284743051,1.0
713,712.8574285142971,1.0
714,713.8572285542891,1.0
715,714.8570285942811,1.0
716,715.8568286342731,1.0
717,716.8566286742652,1.0
718,717.8564287142572,1.0
719,718.8562287542492,1.0
720,719.8560287942412,1.0
721,720.8558288342332,1.0
722,721.8556288742252,1.0
723,722.8554289142172,1.0
724,723.8552289542092,1.0
725,724.8550289942011,1.0
726,725.8548290341931,1.0
727,726.8546290741851,1.0
728,727.8544291141772,1.0
729,728.8542291541692,1.0
730,729.8540291941612,1.0
731,730.8538292341532,1.0
732,731.8536292741452,1.0
733,732.8534293141372,1.0
734,733.8532293541292,1.0
735,734.8530293941212,1.0
736,735.8528294341132,1.0
737,736.8526294741052,1.0
738,737.8524295140973,1.0
739,738.8522295540891,1.0
740,739.8520295940812,1.0
741,740.8518296340732,1.0
742,741.8516296740652,1.0
743,742.8514297140572,1.0
744,743.8512297540492,1.0
745,744.8510297940412,1.0
746,745.8508298340332,1.0
747,746.8506298740252,1.0
748,747.8504299140172,1.0
749,748.8502299540093,1.0
750,749.8500299940013,1.0
751,750.8498300339933,1.0
752,751.8496300739852,1.0
753,752.8494301139772,1.0
754,753.8492301539692,1.0
755,754.8490301939612,1.0
756,755.8488302339532,1.0
757,756.8486302739452,1.0
758,757.8484303139372,1.0
759,758.8482303539292,1.0
760,759.8480303939212,1.0
761,760.8478304339133,1.0
762,761.8476304739053,1.0
763,762.8474305138973,1.0
764,763.8472305538893,1.0
765,764.8470305938812,1.0
766,765.8468306338732,1.0
767,766.8466306738652,1.0
768,767.8464307138572,1.0
769,768.8462307538492,1.0
770,769.8460307938412,1.0
771,770.8458308338332,1.0
772,771.8456308738253,1.0
773,772.8454309138173,1.0
774,773.8452309538093,1.0
775,774.8450309938013,1.0
776,775.8448310337933,1.0
777,776.8446310737853,1.0
778,777.8444311137772,1.0
779,778.8442311537692,1.0
780,779.8440311937612,1.0
781,780.8438312337532,1.0
782,781.8436312737452,1.0
783,782.8434313137373,1.0
784,783.8432313537293,1.0
785,784.8430313937213,1.0
786,785.8428314337133,1.0
787,786.8426314737053,1.0
788,787.8424315136973,1.0
789,788.8422315536893,1.0
790,789.8420315936813,1.0
791,790.8418316336733,1.0
792,791.8416316736652,1.0
793,792.8414317136572,1.0
794,793.8412317536493,1.0
795,794.8410317936413,1.0
796,795.8408318336333,1.0
797,796.8406318736253,1.0
798,797.8404319136173,1.0
799,798.8402319536093,1.0
800,799.8400319936013,1.0
801,800.8398320335933,1.0
802,801.8396320735853,1.0
803,802.8394321135773,1.0
804,803.8392321535694,1.0
805,804.8390321935613,1.0
806,805.8388322335533,1.0
807,806.8386322735453,1.0
808,807.8384323135373,1.0
809,808.8382323535293,1.0
810,809.8380323935213,1.0
811,810.8378324335133,1.0
812,811.8376324735053,1.0
813,812.8374325134973,1.0
814,813.8372325534893,1.0
815,814.8370325934814,1.0
816,815.8368326334734,1.0
817,816.8366326734654,1.0
818,817.8364327134573,1.0
819,818.8362327534493,1.0
820,819.8360327934413,1.0
821,820.8358328334333,1.0
822,821.8356328734253,1.0
823,822.8354329134173,1.0
824,823.8352329534093,1.0
825,824.8350329934013,1.0
826,825.8348330333934,1.0
827,826.8346330733854,1.0
828,827.8344331133774,1.0
829,828.8342331533694,1.0
830,829.8340331933614,1.0
831,830.8338332333534,1.0
832,831.8336332733453,1.0
833,832.8334333133373,1.0
834,833.8332333533293,1.0
835,834.8330333933213,1.0
836,835.8328334333133,1.0
837,836.8326334733053,1.0
838,837.8324335132974,1.0
839,838.8322335532894,1.0
840,839.8320335932814,1.0
841,840.8318336332734,1.0
842,841.8316336732654,1.0
843,842.8314337132574,1.0
844,843.8312337532494,1.0
845,844.8310337932413,1.0
846,845.8308338332333,1.0
847,846.8306338732253,1.0
848,847.8304339132173,1.0
849,848.8302339532094,1.0
850,849.8300339932014,1.0
851,850.8298340331934,1.0
852,851.8296340731854,1.0
853,852.8294341131774,1.0
854,853.8292341531694,1.0
855,854.8290341931614,1.0
856,855.8288342331534,1.0
857,856.8286342731454,1.0
858,857.8284343131373,1.0
859,858.8282343531293,1.0
860,859.8280343931214,1.0
861,860.8278344331134,1.0
862,861.8276344731054,1.0
863,862.8274345130974,1.0
864,863.8272345530894,1.0
865,864.8270345930814,1.0
866,865.8268346330734,1.0
867,866.8266346730654,1.0
868,867.8264347130574,1.0
869,868.8262347530494,1.0
870,869.8260347930415,1.0
871,870.8258348330335,1.0
872,871.8256348730254,1.0
873,872.8254349130174,1.0
874,873.8252349530094,1.0
875,874.8250349930014,1.0
876,875.8248350329934,1.0
877,876.8246350729854,1.0
878,877.8244351129774,1.0
879,878.8242351529694,1.0
880,879.8240351929614,1.0
881,880.8238352329535,1.0
882,881.8236352729455,1.0
883,882.8234353129375,1.0
884,883.8232353529295,1.0
885,884.8230353929214,1.0
886,885.8228354329134,1.0
887,886.8226354729054,1.0
888,887.8224355128974,1.0
889,888.8222355528894,1.0
890,889.8220355928814,1.0
891,890.8218356328734,1.0
892,891.8216356728655,1.0
893,892.8214357128575,1.0
894,893.8212357528495,1.0
895,894.8210357928415,1.0
896,895.8208358328335,1.0
897,896.8206358728255,1.0
898,897.8204359128174,1.0
899,898.8202359528094,1.0
900,899.8200359928014,1.0
901,900.8198360327934,1.0
902,901.8196360727854,1.0
903,902.8194361127775,1.0
904,903.8192361527695,1.0
905,904.8190361927615,1.0
906,905.8188362327535,1.0
907,906.8186362727455,1.0
908,907.8184363127375,1.0
909,908.8182363527295,1.0
910,909.8180363927215,1.0
911,910.8178364327134,1.0
912,911.8176364727054,1.0
913,912.8174365126974,1.0
914,913.8172365526895,1.0
915,914.8170365926815,1.0
916,915.8168366326735,1.0
917,916.8166366726655,1.0
918,917.8164367126575,1.0
919,918.8162367526495,1.0
920,919.8160367926415,1.0
921,920.8158368326335,1.0
922,921.8156368726255,1.0
923,922.8154369126175,1.0
924,923.8152369526096,1.0
925,924.8150369926014,1.0
926,925.8148370325935,1.0
927,926.8146370725855,1.0
928,927.8144371125775,1.0
929,928.8142371525695,1.0
930,929.8140371925615,1.0
931,930.8138372325535,1.0
932,931.8136372725455,1.0
933,932.8134373125375,1.0
934,933.8132373525295,1.0
935,934.8130373925216,1.0
936,935.8128374325136,1.0
937,936.8126374725056,1.0
938,937.8124375124975,1.0
939,938.8122375524895,1.0
940,939.8120375924815,1.0
941,940.8118376324735,1.0
942,941.8116376724655,1.0
943,942.8114377124575,1.0
944,943.8112377524495,1.0
945,944.8110377924415,1.0
946,945.8108378324335,1.0
947,946.8106378724256,1.0
948,947.8104379124176,1.0
949,948.8102379524096,1.0
950,949.8100379924016,1.0
951,950.8098380323935,1.0
952,951.8096380723855,1.0
953,952.8094381123775,1.0
954,953.8092381523695,1.0
955,954.8090381923615,1.0
956,955.8088382323535,1.0
957,956.8086382723455,1.0
958,957.8084383123376,1.0
959,958.8082383523296,1.0
960,959.8080383923216,1.0
961,960.8078384323136,1.0
962,961.8076384723056,1.0
963,962.8074385122976,1.0
964,963.8072385522896,1.0
965,964.8070385922815,1.0
966,965.8068386322735,1.0
967,966.8066386722655,1.0
968,967.8064387122575,1.0
969,968.8062387522496,1.0
970,969.8060387922416,1.0
971,970.8058388322336,1.0
972,971.8056388722256,1.0
973,972.8054389122176,1.0
974,973.8052389522096,1.0
975,974.8050389922016,1.0
976,975.8048390321936,1.0
977,976.8046390721856,1.0
978,977.8044391121775,1.0
979,978.8042391521695,1.0
980,979.8040391921616,1.0
981,980.8038392321536,1.0
982,981.8036392721456,1.0
983,982.8034393121376,1.0
984,983.8032393521296,1.0
985,984.8030393921216,1.0
986,985.8028394321136,1.0
987,986.8026394721056,1.0
988,987.8024395120976,1.0
989,988.8022395520896,1.0
990,989.8020395920817,1.0
991,990.8018396320736,1.0
992,991.8016396720656,1.0
993,992.8014397120576,1.0
994,993.8012397520496,1.0
995,994.8010397920416,1.0
996,995.8008398320336,1.0
997,996.8006398720256,1.0
998,997.8004399120176,1.0
999,998.8002399520096,1.0
1000,999.8000399920016,1.0
1001,1000.7998400319937,1.0
